DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.020904228091239929" 
0, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.029573574662208557" 
0, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.03597848117351532" 
0, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.084810636937618256" 
0, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.057496178895235062" 
0, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.073658794164657593" 
1, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "4.10537*((1.+(0.457676*x))/(1.+(2.09409*x)))" 
1, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "4.10537*((1.+(0.457676*x))/(1.+(2.09409*x)))" 
1, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.16538943350315094" 
1, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.069376394152641296" 
1, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.058109566569328308" 
1, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.047118723392486572" 
1, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.047921586781740189" 
1, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.052662290632724762" 
1, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.0939345583319664" 
1, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.12589988112449646" 
1, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.18206122517585754" 
1, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.05512981116771698" 
1, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.023125464096665382" 
1, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.019369855523109436" 
1, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.015706241130828857" 
1, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.015973862260580063" 
1, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.017554096877574921" 
1, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.0313115194439888" 
1, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.041966628283262253" 
1, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))-0.060687072575092316" 
1, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.16538943350315094" 
1, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.069376394152641296" 
1, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.058109566569328308" 
1, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.047118723392486572" 
1, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.047921586781740189" 
1, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.052662290632724762" 
1, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.0939345583319664" 
1, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.12589988112449646" 
1, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.18206122517585754" 
1, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.05512981116771698" 
1, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.023125464096665382" 
1, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.019369855523109436" 
1, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.015706241130828857" 
1, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.015973862260580063" 
1, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.017554096877574921" 
1, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.0313115194439888" 
1, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.041966628283262253" 
1, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(4.10537*((1.+(0.457676*x))/(1.+(2.09409*x))))+0.060687072575092316" 
1, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "33.8749*((1.+(0.335857*x))/(1.+(13.1409*x)))" 
1, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "33.8749*((1.+(0.335857*x))/(1.+(13.1409*x)))" 
1, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.17226912081241608" 
1, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.090640753507614136" 
1, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.090944111347198486" 
1, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.094755761325359344" 
1, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.13176551461219788" 
1, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.1786920428276062" 
1, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.24172034859657288" 
1, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.16869533061981201" 
1, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.1795443594455719" 
1, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.057423040270805359" 
1, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.030213583260774612" 
1, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.030314702540636063" 
1, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.031585253775119781" 
1, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.043921839445829391" 
1, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.059564013034105301" 
1, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.080573447048664093" 
1, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.056231774389743805" 
1, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))-0.0598481185734272" 
1, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.17226912081241608" 
1, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.090640753507614136" 
1, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.090944111347198486" 
1, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.094755761325359344" 
1, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.13176551461219788" 
1, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.1786920428276062" 
1, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.24172034859657288" 
1, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.16869533061981201" 
1, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.1795443594455719" 
1, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.057423040270805359" 
1, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.030213583260774612" 
1, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.030314702540636063" 
1, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.031585253775119781" 
1, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.043921839445829391" 
1, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.059564013034105301" 
1, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.080573447048664093" 
1, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.056231774389743805" 
1, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(33.8749*((1.+(0.335857*x))/(1.+(13.1409*x))))+0.0598481185734272" 
2, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.887549*((1.+(-(0.000347793*x)))/(1.+(-(0.000203526*x))))" 
2, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.887549*((1.+(-(0.000347793*x)))/(1.+(-(0.000203526*x))))" 
2, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.887549*((1.+(-(0.000347793*x)))/(1.+(-(0.000203526*x)))))-0.21218885481357574" 
2, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.887549*((1.+(-(0.000347793*x)))/(1.+(-(0.000203526*x)))))-0.095053672790527344" 
2, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.887549*((1.+(-(0.000347793*x)))/(1.+(-(0.000203526*x)))))-0.07867460697889328" 
2, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.887549*((1.+(-(0.000347793*x)))/(1.+(-(0.000203526*x)))))-0.051288414746522903" 
2, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.887549*((1.+(-(0.000347793*x)))/(1.+(-(0.000203526*x)))))-0.062886603176593781" 
2, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.887549*((1.+(-(0.000347793*x)))/(1.+(-(0.000203526*x)))))-0.066759444773197174" 
