#Contacts: Martin Flechl, Steve Sekula, Maria Ubiali, Date: Apr 8, 2015
#######################################################################
#IF YOU USE THESE NUMBERS, CITE *AT LEAST* THE REFERENCES GIVEN HERE: https://twiki.cern.ch/twiki/bin/view/LHCPhysics/LHCHXSWGMSSMCharged#Citation_guide
#######################################################################
#A preliminary version of grid of Santander-matched cross sections in tan beta (0.1-60) and mH+ (200-1000 GeV), sqrt(s)=13 TeV, in units of GeV and picobarn.
#Also given are total uncertainties (PDF, alphas, scale, mb). Numbers are for 2HDM type-II (a la MSSM), but without SQCD corrections.
#The uncertainties at very low tan beta might not be accurate, please use with care and only after discussing with the authors.
#The numbers for type-II 2HDM can also be applied to type I/III/IV, if you follow the recipe outline at the end of Section 6 of arXiv:1409.5615
mhp tb xsec unc- unc+
820 3 0.00564635 0.00124127 0.00124399 
820 4 0.00330524 0.000727537 0.000729139 
820 5 0.00228737 0.000504732 0.00050586 
820 6 0.00180345 0.000398956 0.00039986 
820 7 0.00158247 0.000351488 0.000352304 
820 8 0.0015244 0.000339825 0.000340629 
820 9 0.00155397 0.000347598 0.000348436 
820 10 0.00166359 0.000373374 0.00037429 
820 11 0.00182083 0.000409585 0.000410602 
820 12 0.00201809 0.000454798 0.000455938 
820 13 0.00226298 0.000510445 0.00051173 
820 14 0.00253267 0.000572229 0.000573682 
820 15 0.00283759 0.000641379 0.00064301 
820 16 0.00317252 0.000717281 0.000719107 
820 17 0.00352985 0.000798501 0.00080054 
820 18 0.00392482 0.000887905 0.000890173 
820 19 0.00433935 0.000982832 0.000985357 
820 20 0.00478194 0.00108267 0.00108545 
820 25 0.00735375 0.00166594 0.00167023 
820 30 0.0105482 0.00238957 0.00239571 
820 35 0.0143049 0.00324105 0.00324939 
820 40 0.0186978 0.00423984 0.00425079 
820 45 0.0235621 0.00534133 0.00535511 
820 50 0.0291364 0.00660363 0.00662064 
820 55 0.0352252 0.00798336 0.00800392 
820 60 0.0419239 0.00950138 0.00952586 
840 0.1 4.52963 1.01001 1.01449 
840 0.2 1.13029 0.252374 0.253503 
840 0.3 0.504063 0.112521 0.113023 
840 0.4 0.283732 0.0633156 0.0635979 
840 0.5 0.181444 0.0404911 0.0406717 
840 0.6 0.126376 0.0281949 0.0283205 
840 0.7 0.0926131 0.0206748 0.0207672 
840 0.8 0.0708579 0.0158149 0.0158854 
840 0.9 0.055988 0.0124956 0.0125514 
840 1 0.045342 0.0101161 0.0101612 
840 2 0.0113901 0.002542 0.00255335 
840 3 0.00512911 0.00114515 0.00115028 
840 4 0.00300226 0.000671299 0.000674328 
840 5 0.00207779 0.000465257 0.000467373 
840 6 0.00164049 0.000368513 0.000370221 
840 7 0.00144557 0.000326001 0.000327545 
840 8 0.00138458 0.000313224 0.000314732 
840 9 0.00141428 0.000321173 0.000322751 
840 10 0.00150445 0.00034294 0.000344659 
840 11 0.0016527 0.000377689 0.000379606 
840 12 0.00182879 0.000418511 0.000420651 
840 13 0.00204757 0.000469381 0.000471801 
840 14 0.00229715 0.00053214 0.000534864 
840 15 0.00257043 0.000590765 0.000593829 
840 16 0.00287242 0.000663177 0.000666603 
840 17 0.00320524 0.000739489 0.000743336 
840 18 0.00355588 0.000819525 0.000823805 
840 19 0.00393097 0.000908735 0.000913471 
840 20 0.00432627 0.00100251 0.00100772 
840 25 0.00665608 0.00154044 0.00154849 
840 30 0.00953988 0.00220886 0.00222043 
840 35 0.0129695 0.00298863 0.00300433 
840 40 0.0169225 0.00392633 0.00394683 
840 45 0.0213381 0.00493192 0.00495779 
840 50 0.0264142 0.00612463 0.00615665 
840 55 0.0319232 0.00741858 0.00745734 
840 60 0.0379885 0.00880071 0.00884688 
860 0.1 4.09364 0.922133 0.938449 
860 0.2 1.0237 0.230638 0.234723 
860 0.3 0.454929 0.102502 0.104318 
860 0.4 0.255926 0.0576594 0.0586806 
860 0.5 0.164125 0.0369697 0.0376238 
860 0.6 0.113948 0.0256706 0.0261251 
860 0.7 0.0836319 0.0188417 0.0191753 
860 0.8 0.0640237 0.0144236 0.0146789 
860 0.9 0.0510876 0.0115724 0.0117839 
860 1 0.0409676 0.00923241 0.00939619 
860 2 0.0102508 0.00231126 0.00235238 
860 3 0.00463659 0.00104473 0.00106325 
860 4 0.00271219 0.000612094 0.000623044 
860 5 0.00187515 0.000423925 0.000431585 
860 6 0.00147532 0.000334594 0.00034075 
860 7 0.00129794 0.000295425 0.00030097 
860 8 0.00124929 0.00028567 0.000291168 
860 9 0.00127658 0.00029285 0.000298583 
860 10 0.00136199 0.000313152 0.000319356 
860 11 0.00148787 0.000345662 0.00035257 
860 12 0.00165447 0.000384118 0.000391872 
860 13 0.00184795 0.000432647 0.000441388 
860 14 0.00207098 0.000480258 0.000490127 
860 15 0.00232278 0.000541735 0.000552826 
860 16 0.00259054 0.000603175 0.000615581 
860 17 0.00288518 0.000674687 0.00068855 
860 18 0.00320589 0.000748459 0.000763921 
860 19 0.003541 0.000829164 0.000846271 
860 20 0.00390645 0.000916764 0.000935656 
860 25 0.00600177 0.00140437 0.00143346 
860 30 0.00860307 0.00201578 0.00205755 
860 35 0.0116969 0.00275374 0.00281041 
860 40 0.0152075 0.00356041 0.00363447 
860 45 0.0192572 0.00452497 0.00461859 
860 50 0.0237794 0.00556148 0.00567718 
860 55 0.0287514 0.0067371 0.00687681 
860 60 0.0342411 0.00803184 0.00819816 
880 0.1 3.70601 0.845865 0.855252 
880 0.2 0.926653 0.211654 0.214013 
880 0.3 0.411765 0.0940687 0.0951181 
880 0.4 0.231916 0.0529727 0.0535631 
880 0.5 0.147959 0.0338114 0.0341892 
880 0.6 0.10333 0.0235928 0.0238551 
880 0.7 0.0757159 0.0173019 0.0174952 
880 0.8 0.057995 0.0132491 0.0133969 
880 0.9 0.0457598 0.0104462 0.0105622 
880 1 0.0370853 0.00846787 0.00856206 
880 2 0.00931053 0.00212733 0.00215108 
880 3 0.00419594 0.000958706 0.000969409 
880 4 0.0024519 0.000561029 0.000567342 
880 5 0.00170013 0.000389582 0.000394002 
880 6 0.0013379 0.000307531 0.000311079 
880 7 0.00118055 0.000272544 0.00027576 
880 8 0.00112949 0.000261835 0.000264992 
880 9 0.00115385 0.000271907 0.000275214 
880 10 0.00122951 0.000289989 0.000293567 
880 11 0.0013457 0.000317409 0.000321378 
880 12 0.00149228 0.000351832 0.000356281 
880 13 0.00166924 0.000393257 0.000398278 
880 14 0.00187313 0.000444863 0.000450546 
880 15 0.00209727 0.000501138 0.000507542 
880 16 0.00234515 0.000558904 0.000566089 
880 17 0.00260743 0.000623645 0.000631642 
880 18 0.0028982 0.000691619 0.000700548 
880 19 0.00320101 0.000765697 0.000775558 
880 20 0.00352564 0.000837496 0.000848379 
880 25 0.00542399 0.00129774 0.00131452 
880 30 0.00776662 0.00185402 0.00187811 
880 35 0.0105342 0.00248621 0.00251889 
880 40 0.0137748 0.00327672 0.00331944 
880 45 0.0174249 0.00416278 0.00421681 
880 50 0.021485 0.00514396 0.00521055 
880 55 0.0259907 0.00623332 0.0063142 
880 60 0.0308863 0.00736598 0.00746171 
900 0.1 3.34564 0.775946 0.783694 
900 0.2 0.836984 0.194133 0.196072 
900 0.3 0.372395 0.0864012 0.0872657 
900 0.4 0.209314 0.0485586 0.0490442 
900 0.5 0.134077 0.0311047 0.0314157 
900 0.6 0.0931244 0.0216099 0.0218264 
900 0.7 0.0683793 0.0158619 0.0160205 
900 0.8 0.0524127 0.0121644 0.0122863 
900 0.9 0.0413772 0.00959861 0.00969456 
900 1 0.0334678 0.00776374 0.00784135 
900 2 0.0084069 0.00195109 0.00197064 
900 3 0.00379392 0.000880595 0.000889426 
900 4 0.00221625 0.0005152 0.00052041 
900 5 0.00153358 0.000357138 0.000360786 
900 6 0.00120969 0.000282583 0.000285518 
900 7 0.00106016 0.000248582 0.000251215 
900 8 0.00101914 0.000240094 0.000242699 
900 9 0.00104099 0.000249372 0.000252087 
900 10 0.00110868 0.00026619 0.000269152 
900 11 0.00121216 0.000290712 0.000293975 
900 12 0.00134484 0.000326384 0.000330058 
900 13 0.0015047 0.000360426 0.000364567 
900 14 0.00168562 0.000407043 0.000411705 
900 15 0.0018891 0.000459267 0.000464532 
900 16 0.00211047 0.000515342 0.000521238 
900 17 0.00235124 0.000568301 0.000574883 
900 18 0.00260959 0.000637013 0.000644336 
900 19 0.00288734 0.000702609 0.000710727 
900 20 0.00317754 0.000771446 0.000780414 
900 25 0.00489161 0.00119078 0.0012046 
900 30 0.00699233 0.00170085 0.00172059 
900 35 0.00950704 0.00231799 0.00234495 
900 40 0.0124098 0.00300091 0.00303601 
900 45 0.0156583 0.00380689 0.00385131 
900 50 0.0193891 0.00472232 0.00477717 
900 55 0.0234513 0.00571921 0.00578563 
900 60 0.0278681 0.00676138 0.00684039 
920 0.1 3.04626 0.712929 0.718172 
920 0.2 0.761229 0.178175 0.179486 
920 0.3 0.338457 0.0792083 0.0797906 
920 0.4 0.190564 0.0446059 0.0449342 
920 0.5 0.121879 0.0285282 0.0287381 
920 0.6 0.0845256 0.0197825 0.019928 
920 0.7 0.0620917 0.0145325 0.0146394 
920 0.8 0.0475974 0.011142 0.011224 
920 0.9 0.03761 0.00880074 0.0088654 
920 1 0.0304817 0.00713653 0.00718911 
920 2 0.00764097 0.00178842 0.00180157 
920 3 0.00344621 0.000807032 0.000812987 
920 4 0.00201583 0.000472399 0.000475899 
920 5 0.00139164 0.000326956 0.000329412 
920 6 0.00109472 0.00025788 0.000259845 
920 7 0.000964972 0.00022833 0.00023011 
920 8 0.000925516 0.000220838 0.000222598 
920 9 0.000945181 0.000227151 0.000228993 
920 10 0.00100336 0.000241036 0.00024302 
920 11 0.00109738 0.000266268 0.000268478 
920 12 0.00122158 0.000295876 0.000298351 
920 13 0.00136261 0.000333449 0.000336232 
920 14 0.00152979 0.000373522 0.000376673 
920 15 0.00171144 0.000420666 0.000424206 
920 16 0.00191687 0.000469415 0.000473384 
920 17 0.00213133 0.000524632 0.000529072 
920 18 0.00236722 0.000580559 0.00058549 
920 19 0.00261994 0.000644452 0.000649915 
920 20 0.00288517 0.000711632 0.000717669 
920 25 0.00443458 0.00109113 0.00110042 
920 30 0.00634963 0.00156581 0.00157915 
920 35 0.00861963 0.00212712 0.00214518 
920 40 0.0112745 0.00279247 0.00281613 
920 45 0.0142149 0.00352979 0.00355965 
920 50 0.0175638 0.00436372 0.00440061 
920 55 0.0212544 0.0052385 0.00528307 
920 60 0.0252408 0.00622673 0.00627981 
940 0.1 2.75311 0.659847 0.67054 
940 0.2 0.687907 0.164965 0.167646 
940 0.3 0.305393 0.0732317 0.0744217 
940 0.4 0.172348 0.041313 0.041983 
940 0.5 0.109891 0.0263616 0.0267908 
940 0.6 0.0764026 0.0183219 0.0186197 
940 0.7 0.0561815 0.0134746 0.0136937 
940 0.8 0.0429603 0.0103006 0.0104679 
940 0.9 0.034 0.00815188 0.00828425 
940 1 0.0275486 0.00660536 0.00671263 
940 2 0.0069038 0.00165493 0.00168177 
940 3 0.00311302 0.000746687 0.000758838 
940 4 0.00182412 0.000437932 0.000445093 
940 5 0.0012579 0.000302495 0.000307484 
940 6 0.000992215 0.000239416 0.000243435 
940 7 0.000872145 0.000211578 0.000215228 
940 8 0.000833676 0.000203479 0.000207037 
940 9 0.000852052 0.000210074 0.000213816 
940 10 0.000907809 0.00022534 0.000229406 
940 11 0.000991607 0.000246994 0.000251476 
940 12 0.00110047 0.000276465 0.000281501 
940 13 0.00123436 0.000309037 0.00031472 
940 14 0.00138068 0.000344961 0.000351383 
940 15 0.00154145 0.000388016 0.000395223 
940 16 0.00172593 0.000432763 0.000440848 
940 17 0.00192718 0.000485558 0.000494613 
940 18 0.00213422 0.000536092 0.000546163 
940 19 0.00236003 0.000598452 0.000609586 
940 20 0.00259744 0.000656291 0.000668581 
940 25 0.0039952 0.00100644 0.00102533 
940 30 0.00572925 0.00144697 0.00147418 
940 35 0.00776891 0.00196432 0.00200119 
940 40 0.0101354 0.00255479 0.00260302 
940 45 0.0128342 0.00326724 0.00332832 
940 50 0.0158016 0.00398623 0.00406135 
940 55 0.0191482 0.00483806 0.00492926 
940 60 0.0227939 0.00576111 0.00586968 
960 0.1 2.50102 0.606467 0.613797 
960 0.2 0.62701 0.152311 0.154155 
960 0.3 0.278466 0.0674286 0.0682474 
960 0.4 0.156536 0.0380304 0.0384911 
960 0.5 0.10054 0.0243244 0.0246196 
960 0.6 0.0696509 0.0169235 0.0171283 
960 0.7 0.0511338 0.0124017 0.0125521 
960 0.8 0.0391826 0.00948454 0.00959994 
960 0.9 0.0309547 0.0074922 0.00758332 
960 1 0.0250369 0.00607539 0.00614909 
960 2 0.00628776 0.00152703 0.00154549 
960 3 0.00283394 0.000686131 0.000694472 
960 4 0.00165563 0.000402256 0.000407163 
960 5 0.00114357 0.000280848 0.000284283 
960 6 0.000901744 0.000221978 0.000224747 
960 7 0.000791228 0.000195894 0.000198382 
960 8 0.000758499 0.000189705 0.000192158 
960 9 0.000773384 0.00019485 0.000197408 
960 10 0.000825719 0.000209314 0.000212117 
960 11 0.000898816 0.000228279 0.000231328 
960 12 0.0010004 0.000255646 0.000259116 
960 13 0.00111562 0.000285331 0.000289221 
960 14 0.00125215 0.000319504 0.00032392 
960 15 0.00140317 0.000360884 0.00036586 
960 16 0.00156548 0.000400641 0.000406178 
960 17 0.00174693 0.000449475 0.000455678 
960 18 0.00193853 0.000500794 0.000507698 
960 19 0.00214375 0.000551426 0.000559066 
960 20 0.00235796 0.000608649 0.000617095 
960 25 0.00362925 0.00093723 0.000950197 
960 30 0.00520057 0.00134478 0.00136343 
960 35 0.00705592 0.00182191 0.00184722 
960 40 0.00921565 0.00238274 0.00241585 
960 45 0.0116643 0.00299386 0.0030357 
960 50 0.0143895 0.00370489 0.00375651 
960 55 0.0173867 0.00452313 0.00458562 
960 60 0.0206864 0.00533979 0.00541429 
980 0.1 2.28001 0.56791 0.571211 
980 0.2 0.570769 0.141836 0.142664 
980 0.3 0.253603 0.0630463 0.0634152 
980 0.4 0.142383 0.0352998 0.0355068 
980 0.5 0.0913068 0.0227148 0.0228473 
980 0.6 0.0633727 0.0157498 0.0158418 
980 0.7 0.0465642 0.0115611 0.0116287 
980 0.8 0.0356833 0.00888211 0.0089339 
980 0.9 0.0281724 0.00698405 0.00702494 
980 1 0.0228151 0.00568541 0.00571853 
980 2 0.00572527 0.00142228 0.00143058 
980 3 0.00258335 0.000641687 0.000645436 
980 4 0.00150893 0.000377808 0.000380012 
980 5 0.00103958 0.000260809 0.000262354 
980 6 0.000821768 0.000207089 0.000208339 
980 7 0.000719214 0.000182527 0.000183638 
980 8 0.000689091 0.000176396 0.00017749 
980 9 0.000703233 0.000181537 0.000182683 
980 10 0.000749462 0.00019462 0.000195869 
980 11 0.000818062 0.000213062 0.000214434 
980 12 0.000908556 0.000237416 0.000238961 
980 13 0.0010167 0.000266705 0.000268458 
980 14 0.00113798 0.000301064 0.000303042 
980 15 0.00127022 0.000334124 0.000336328 
980 16 0.00142515 0.000373252 0.000375734 
980 17 0.00158678 0.0004181 0.000420877 
980 18 0.00176438 0.000463296 0.000466402 
980 19 0.00194838 0.000516989 0.000520408 
980 20 0.00214633 0.00056727 0.000571054 
980 25 0.00330148 0.00087382 0.000879652 
980 30 0.00472782 0.00125221 0.00126056 
980 35 0.00641781 0.00169811 0.00170947 
980 40 0.00836853 0.00221608 0.00223088 
980 45 0.0106219 0.00283073 0.00284955 
980 50 0.0130751 0.00344599 0.00346905 
980 55 0.015815 0.00417618 0.00420414 
980 60 0.0188254 0.00501444 0.00504781 
1000 0.1 2.05874 0.525203 0.52834 
1000 0.2 0.514605 0.131361 0.132148 
1000 0.3 0.228846 0.05864 0.0589902 
1000 0.4 0.128665 0.0326582 0.0328552 
1000 0.5 0.0823064 0.0210081 0.0211338 
1000 0.6 0.0571207 0.0145775 0.0146648 
1000 0.7 0.0419877 0.0107134 0.0107776 
1000 0.8 0.0320964 0.00818061 0.00822957 
1000 0.9 0.0253874 0.00648217 0.00652096 
1000 1 0.0206052 0.00525995 0.00529147 
1000 2 0.00516641 0.00131886 0.00132676 
1000 3 0.00232947 0.000597027 0.000600608 
1000 4 0.00136071 0.000349009 0.0003511 
1000 5 0.000939835 0.00024163 0.000243103 
1000 6 0.000739565 0.000191314 0.000192495 
1000 7 0.000647811 0.000168972 0.000170027 
1000 8 0.000620115 0.00016322 0.000164256 
1000 9 0.000633525 0.000167944 0.000169035 
1000 10 0.000674248 0.000180049 0.00018123 
1000 11 0.000738933 0.000198623 0.00019995 
1000 12 0.000817747 0.000220053 0.000221525 
1000 13 0.00091358 0.000246008 0.000247662 
1000 14 0.00102504 0.000277756 0.000279628 
1000 15 0.00114754 0.000310339 0.000312448 
1000 16 0.00128081 0.000344869 0.000347232 
1000 17 0.00142854 0.000386735 0.00038937 
1000 18 0.00158635 0.00043118 0.000434107 
1000 19 0.00175209 0.000474442 0.000477695 
1000 20 0.00193006 0.000524047 0.000527627 
1000 25 0.00296556 0.000807403 0.000812947 
1000 30 0.00425084 0.00115426 0.0011622 
1000 35 0.00577554 0.00157135 0.00158217 
1000 40 0.00752986 0.00204679 0.00206087 
1000 45 0.00951693 0.00258948 0.00260726 
1000 50 0.0117417 0.00318379 0.00320577 
1000 55 0.0141668 0.0038336 0.00385963 
1000 60 0.0169451 0.00460255 0.00463423 
